DZ,HB,Easting,Northing,urban,JSA2011,workpop2011
S01003713,Greater Glasgow & Clyde,252014.5223,671608.97,1,20,336
S01003714,Greater Glasgow & Clyde,253052.0842,671637.2959,1,35,446
S01003715,Greater Glasgow & Clyde,251118.1696,671691.7307,1,35,778
S01003716,Greater Glasgow & Clyde,252609.743,671846.0002,1,45,433
S01003717,Greater Glasgow & Clyde,251947.6578,672026.2208,1,68,543
S01003718,Greater Glasgow & Clyde,251440.5002,672033.0911,1,53,479
S01003719,Highland,218853.4514,753329.2047,6,5,349
S01003720,Highland,178631.2642,757348.6211,6,5,577
S01003721,Highland,208943.1057,757842.5314,6,3,465
S01003722,Highland,218457.8526,761976.9448,6,28,472
S01003723,Highland,220259.3979,763862.5138,6,8,386
S01003724,Highland,213574.8361,768882.3151,4,20,492
S01003725,Highland,208886.224,772122.0072,4,13,422
S01003726,Highland,209780.1014,772841.7926,4,15,413
S01003727,Highland,210151.3479,772965.2234,4,20,391
S01003728,Highland,171001.7634,773325.335,6,5,357
S01003729,Highland,210274.7519,773579.456,4,18,441
S01003730,Highland,210650.805,773705.1812,4,23,339
S01003731,Highland,210586.571,774207.9434,4,15,424
S01003732,Highland,211294.5435,774835.7599,4,5,475
S01003733,Highland,210976.5548,776058.3839,4,18,503
S01003734,Highland,210458.0435,776316.2764,4,10,408
S01003735,Highland,211882.9627,776361.2787,4,5,400
S01003736,Highland,211049.4637,776548.8594,4,18,401
S01003737,Highland,208472.6721,776846.4825,4,10,323
S01003738,Highland,210754.6493,776914.1964,4,8,406
S01003739,Highland,155605.1803,766049.0355,6,8,329
S01003740,Highland,235949.0568,779442.2694,6,8,391
S01003741,Highland,191991.7803,779563.5214,6,10,558
S01003742,Highland,224671.2465,781588.0698,6,5,382
S01003743,Highland,262629.5382,789915.3837,6,8,295
S01003744,Highland,211307.2471,796651.1006,6,8,394
S01003745,Highland,167708.603,796850.3026,6,10,459
S01003746,Highland,177498.6629,797004.4292,6,13,531
S01003747,Highland,271717.8558,798872.1838,6,10,621
S01003748,Highland,275529.6518,800505.761,6,5,299
S01003749,Highland,275880.6367,801039.0632,6,10,460
S01003750,Highland,285279.8621,801960.9692,6,5,441
S01003751,Highland,296993.3016,809163.3646,6,10,678
S01003752,Highland,165096.9016,810543.6753,6,8,549
S01003753,Highland,235754.7796,811902.7018,6,10,906
S01003754,Highland,289740.1899,813366.8183,6,10,494
S01003755,Highland,289726.0319,814266.6692,6,20,873
S01003756,Highland,304844.7591,815577.7662,6,8,473
S01003757,Highland,194983.709,815802.4318,6,8,347
S01003758,Highland,253825.1567,818237.2641,6,15,519
S01003759,Highland,295627.2322,819423.0718,6,5,377
S01003760,Highland,288705.0646,822134.7805,6,8,483
S01003761,Highland,161337.144,821614.9176,6,15,557
S01003762,Highland,271355.1519,823408.7402,5,5,599
S01003763,Highland,167954.2653,823770.1449,6,15,585
S01003764,Highland,302617.3344,827330.7478,6,13,519
S01003765,Highland,176070.3404,827565.2351,6,20,390
S01003766,Highland,303018.8877,827662.047,6,5,387
S01003767,Highland,303499.4306,828028.0222,6,13,448
S01003768,Highland,140517.0306,829449.4951,6,5,352
S01003769,Highland,250816.142,829108.2375,6,13,564
S01003770,Highland,244133.1282,830157.5801,6,5,472
S01003771,Highland,308850.3947,830867.4239,6,5,401
S01003772,Highland,299560.4024,831425.2592,6,5,396
S01003773,Highland,201672.1109,831679.9105,6,13,385
S01003774,Highland,183030.7734,831978.1437,6,8,408
S01003775,Highland,227255.6248,833187.4678,6,5,554
S01003776,Highland,254307.1081,833397.7156,6,8,395
S01003777,Highland,250551.8961,837903.2387,5,15,649
S01003778,Highland,265832.2907,838020.4814,2,28,1940
S01003779,Highland,149046.0699,837162.2591,6,5,291
S01003780,Highland,274923.1991,841430.8933,5,10,633
S01003781,Highland,264819.4005,841654.3281,2,10,635
S01003782,Highland,291028.4339,841911.4525,6,8,384
S01003783,Highland,262816.9007,842290.0827,2,18,730
S01003784,Highland,268469.5876,842285.8232,2,3,825
S01003785,Highland,266231.0002,842313.0345,2,8,458
S01003786,Highland,265417.5774,842421.2087,2,5,531
S01003787,Highland,266745.6687,842474.8689,2,5,373
S01003788,Highland,266362.2561,842738.2901,2,5,312
S01003789,Highland,265854.8974,842803.9949,2,0,320
S01003790,Highland,267088.4986,842964.3322,2,10,343
S01003791,Highland,267737.4846,843044.9674,2,10,541
S01003792,Highland,270181.4216,843083.1764,2,18,1368
S01003793,Highland,267398.6979,843173.6633,2,15,287
S01003794,Highland,266092.8397,843216.8462,2,15,373
S01003795,Highland,254124.3295,843278.5805,5,5,395
S01003796,Highland,267187.0927,843321.6814,2,25,395
S01003797,Highland,267655.944,843361.7341,2,23,548
S01003798,Highland,266820.75,843465.6481,2,8,446
S01003799,Highland,268088.3153,843490.6972,2,5,489
S01003800,Highland,147505.269,843555.704,6,18,426
S01003801,Highland,267293.1578,843620.1903,2,13,409
S01003802,Highland,267838.9379,843669.5043,2,8,428
S01003803,Highland,259928.8985,843838.3197,5,10,439
S01003804,Highland,270190.0854,843874.1705,2,10,566
S01003805,Highland,265850.2112,843883.5184,2,28,654
S01003806,Highland,267628.1243,843931.815,2,8,410
S01003807,Highland,268234.4614,843973.6423,2,10,491
S01003808,Highland,147952.649,844144.1645,6,20,519
S01003809,Highland,264666.4502,844189.4026,2,15,458
S01003810,Highland,266929.0942,844248.5429,2,5,425
S01003811,Highland,270723.9171,844323.5994,2,3,408
S01003812,Highland,265726.4712,844363.4639,2,25,454
S01003813,Highland,268119.443,844392.6394,2,10,508
S01003814,Highland,267409.1729,844433.3158,2,5,412
S01003815,Highland,266618.462,844512.9041,2,18,462
S01003816,Highland,271057.2953,844662.6381,2,5,587
S01003817,Highland,265265.1804,844718.7842,2,30,556
S01003818,Highland,265604.8379,844898.2483,2,18,499
S01003819,Highland,272466.5569,844935.8404,2,20,1351
S01003820,Highland,267008.3494,844936.0774,2,20,647
S01003821,Highland,264762.6495,844938.7886,2,25,534
S01003822,Highland,268514.528,844978.4048,2,10,564
S01003823,Highland,267391.8035,845007.1175,2,10,547
S01003824,Highland,266258.9882,845017.281,2,15,562
S01003825,Highland,268025.1497,845018.8624,2,10,527
S01003826,Highland,149310.1399,845043.0906,6,18,495
S01003827,Highland,265892.6585,845140.8352,2,10,462
S01003828,Highland,269803.5877,845156.8413,2,10,635
S01003829,Highland,265300.1424,845242.2066,2,15,379
S01003830,Highland,271249.1075,845297.3107,2,25,546
S01003831,Highland,264672.4733,845311.1331,2,8,374
S01003832,Highland,267593.5535,845348.597,2,18,566
S01003833,Highland,266145.1373,845438.8215,2,25,371
S01003834,Highland,265072.2492,845448.3503,2,10,394
S01003835,Highland,264452.4226,845568.3856,2,5,410
S01003836,Highland,271505.6359,845563.4715,2,10,388
S01003837,Highland,265555.2592,845582.3321,2,20,413
S01003838,Highland,271101.4063,845595.9396,2,10,417
S01003839,Highland,268517.8413,845730.6397,2,20,392
S01003840,Highland,264771.82,845731.2939,2,5,438
S01003841,Highland,120227.1245,845772.8041,6,10,377
S01003842,Highland,255898.0479,845838.168,5,10,441
S01003843,Highland,250376.015,845842.732,6,8,536
S01003844,Highland,271964.5202,845914.1822,2,3,496
S01003845,Highland,265707.2083,845938.4166,2,48,654
S01003846,Highland,201890.3011,845971.9598,6,5,341
S01003847,Highland,252265.5918,846029.0465,5,5,373
S01003848,Highland,264631.552,846117.6158,2,5,427
S01003849,Highland,266141.0037,846180.7399,2,48,592
S01003850,Highland,271572.8363,846191.048,2,5,311
S01003851,Highland,273476.9075,846199.2035,2,8,448
S01003852,Highland,264953.5374,846192.5666,2,5,330
S01003853,Highland,267250.2114,846256.7976,2,85,874
S01003854,Highland,252629.7087,846289.1518,5,8,359
S01003855,Highland,265561.4829,846311.2217,2,40,507
S01003856,Highland,271823.0709,846370.0971,2,18,463
S01003857,Highland,282774.0464,846410.6552,5,5,469
S01003858,Highland,271476.8977,846441.1153,2,15,319
S01003859,Highland,272550.1153,846506.5935,2,3,545
S01003860,Highland,265864.2755,846568.4588,2,68,408
S01003861,Highland,271790.2425,846699.5847,2,10,511
S01003862,Highland,265570.7948,846891.4082,2,45,415
S01003863,Highland,273103.9891,847198.8032,2,5,423
S01003864,Highland,265088.5679,848200.7924,5,10,482
S01003865,Highland,277562.0248,848429.1333,5,10,598
S01003866,Highland,138732.0146,848486.6094,6,18,611
S01003867,Highland,253074.5153,849430.637,5,25,701
S01003868,Highland,263293.429,850228.2458,5,5,411
S01003869,Highland,182792.0119,850270.6671,6,10,417
S01003870,Highland,252392.0336,850487.5898,5,15,611
S01003871,Highland,129032.2281,850599.5294,6,15,457
S01003872,Highland,251461.2372,850733.6701,5,13,594
S01003873,Highland,241211.2258,852508.1876,6,3,627
S01003874,Highland,277655.0699,852789.0166,5,3,606
S01003875,Highland,284159.1837,853546.7642,5,8,294
S01003876,Highland,258976.8536,853774.2567,5,3,452
S01003877,Highland,254213.7239,854513.2467,5,5,397
S01003878,Highland,278255.6577,854949.1189,5,23,555
S01003879,Highland,254688.7983,855129.7367,5,8,453
S01003880,Highland,269926.023,855133.925,5,13,501
S01003881,Highland,264364.7006,855173.0205,5,10,535
S01003882,Highland,286848.1047,855435.0093,4,15,341
S01003883,Highland,291936.4098,855435.9879,6,8,327
S01003884,Highland,254530.7318,855624.6817,5,18,429
S01003885,Highland,286654.8647,855717.8946,4,13,364
S01003886,Highland,287345.1865,855719.7247,4,8,311
S01003887,Highland,288235.4186,855809.4915,4,23,541
S01003888,Highland,293086.403,855899.7816,6,10,893
S01003889,Highland,254123.4967,855996.8409,5,10,328
S01003890,Highland,287845.5508,856063.173,4,0,372
S01003891,Highland,287275.2745,856109.1796,4,8,373
S01003892,Highland,289034.971,856115.5056,4,13,314
S01003893,Highland,272345.3429,856420.2018,6,5,361
S01003894,Highland,288350.367,856427.3095,4,30,480
S01003895,Highland,253923.6908,856496.5144,5,5,444
S01003896,Highland,286883.1992,856537.3206,4,5,396
S01003897,Highland,273475.7096,856688.2392,6,0,386
S01003898,Highland,287907.5658,856757.8482,4,0,379
S01003899,Highland,289293.6366,856809.9956,4,10,431
S01003900,Highland,288619.1793,856961.8611,4,10,443
S01003901,Highland,273616.312,857435.1361,6,5,320
S01003902,Highland,248179.4841,857988.8404,6,15,540
S01003903,Highland,270440.5389,858554.6616,6,10,532
S01003904,Highland,255351.8933,858624.0944,4,15,468
S01003905,Highland,261900.2107,858806.9907,5,5,639
S01003906,Highland,254261.653,858893.5218,4,15,410
S01003907,Highland,254904.5617,859031.7154,4,35,445
S01003908,Highland,254594.3634,859539.4488,4,15,424
S01003909,Highland,255162.2927,859607.3216,4,5,310
S01003910,Highland,253954.1843,859622.9458,4,13,405
S01003911,Highland,148218.5464,859936.4983,6,10,360
S01003912,Highland,254955.1916,860127.4563,4,18,529
S01003913,Highland,252754.9452,860745.9738,6,8,551
S01003914,Highland,142035.3367,862134.5579,6,15,556
S01003915,Highland,223532.0787,863474.3191,6,10,447
S01003916,Highland,267468.4113,863671.0204,6,8,504
S01003917,Highland,276826.5364,864586.0854,6,18,538
S01003918,Highland,260694.3019,866252.5697,6,10,545
S01003919,Highland,270871.3468,868646.7991,4,20,367
S01003920,Highland,270626.0558,868898.1471,4,18,397
S01003921,Highland,266225.5563,868935.2261,4,18,570
S01003922,Highland,264167.1719,869038.2109,4,33,541
S01003923,Highland,270305.1866,869180.0957,4,25,393
S01003924,Highland,270087.1929,869273.9162,4,20,290
S01003925,Highland,271787.0166,869391.2178,4,18,419
S01003926,Highland,265177.8277,869561.2295,4,35,398
S01003927,Highland,250616.9315,869694.4068,6,10,389
S01003928,Highland,264463.8921,869743.8152,4,25,480
S01003929,Highland,265846.6218,869831.6175,4,8,254
S01003930,Highland,265183.2514,869885.0719,4,10,451
S01003931,Highland,267019.6048,870146.6835,4,30,546
S01003932,Highland,269579.8993,870332.7171,4,10,493
S01003933,Highland,185402.6004,873778.5217,6,8,413
S01003934,Highland,282112.7942,874433.1345,6,20,601
S01003935,Highland,277649.9024,875072.8647,6,30,500
S01003936,Highland,271453.6312,875313.2735,6,8,565
S01003937,Highland,285926.3439,875326.7343,6,35,455
S01003938,Highland,256112.2669,877205.2555,6,5,416
S01003939,Highland,287742.2361,879670.6937,6,10,344
S01003940,Highland,275095.9378,879889.4586,4,38,564
S01003941,Highland,282384.4491,881584.9888,6,10,356
S01003942,Highland,278189.8937,881597.4909,4,18,411
S01003943,Highland,277873.0304,881707.4184,4,13,367
S01003944,Highland,277759.7016,882139.3493,4,10,303
S01003945,Highland,277978.1388,882422.0325,4,5,360
S01003946,Highland,177302.1487,882999.4102,6,8,473
S01003947,Highland,291972.176,884386.6011,6,3,358
S01003948,Highland,210631.466,884468.9218,6,8,422
S01003949,Highland,264189.479,884502.9515,6,10,342
S01003950,Highland,280218.1074,889776.6873,6,8,447
S01003951,Highland,278838.19,889966.0982,6,10,269
S01003952,Highland,271339.8298,892020.2425,6,5,295
S01003953,Highland,187422.8894,892482.4619,6,5,288
S01003954,Highland,279208.2826,892304.9876,6,5,320
S01003955,Highland,212685.856,894130.2634,6,5,409
S01003956,Highland,212960.4631,894458.5761,6,3,444
S01003957,Highland,263589.0426,894619.3388,6,8,377
S01003958,Highland,280084.8069,899787.8213,6,10,446
S01003959,Highland,240247.1469,900267.9641,6,8,390
S01003960,Highland,282858.355,903286.8831,6,13,506
S01003961,Highland,290490.6193,903773.2074,6,13,275
S01003962,Highland,290611.2887,904249.2747,6,18,317
S01003963,Highland,211790.487,908335.1594,6,5,284
S01003964,Highland,284199.391,910459.8631,6,5,302
S01003965,Highland,271361.9495,911742.6015,6,8,345
S01003966,Highland,252210.8661,916555.7389,6,28,521
S01003967,Highland,220831.896,919028.6037,6,8,312
S01003968,Highland,286065.151,926976.753,6,18,478
S01003969,Highland,308735.1107,931606.8748,6,15,449
S01003970,Highland,212357.8309,930115.9114,6,10,349
S01003971,Highland,323162.6046,938177.5341,6,20,373
S01003972,Highland,329282.6487,943268.7894,6,18,451
S01003973,Highland,228913.592,945247.7657,6,5,289
S01003974,Highland,262520.1728,945495.8778,6,20,433
S01003975,Highland,307715.2431,948180.0613,6,10,456
S01003976,Highland,336404.3419,949957.0974,4,45,412
S01003977,Highland,336893.8561,950011.4889,4,30,309
S01003978,Highland,337146.5754,950109.1617,4,30,327
S01003979,Highland,335953.7364,950236.9362,4,13,305
S01003980,Highland,331822.6104,950370.0406,6,5,430
S01003981,Highland,336611.7155,950426.216,4,20,324
S01003982,Highland,336173.9202,950729.9321,4,18,458
S01003983,Highland,337177.229,951111.042,4,10,394
S01003984,Highland,336260.664,951213.0588,4,20,291
S01003985,Highland,336989.0485,951377.2606,4,35,377
S01003986,Highland,336491.9836,951417.8095,4,20,325
S01003987,Highland,338174.6166,951932.3761,4,8,404
S01003988,Highland,285644.172,952729.2021,6,10,271
S01003989,Highland,324206.652,953928.4412,6,13,480
S01003990,Highland,241722.1908,954309.7939,6,13,262
S01003991,Highland,333032.0287,954895.9076,6,8,350
S01003992,Highland,313267.9116,959474.9974,6,23,511
S01003993,Highland,299749.064,960007.0822,6,8,401
S01003994,Highland,329406.4591,963694.98,6,13,441
S01003995,Highland,309779.1649,965661.2223,6,10,750
S01003996,Highland,320436.5321,966360.2196,6,8,295
S01003997,Highland,310653.691,967494.2487,4,40,531
S01003998,Highland,311557.2549,967636.4309,4,18,324
S01003999,Highland,310982.9396,967863.957,4,20,505
S01004000,Highland,312204.387,967896.7597,4,15,369
S01004001,Highland,319414.3053,967949.2413,6,28,438
S01004002,Highland,311642.4183,968246.1679,4,18,442
S01004003,Highland,310721.6859,968278.5363,4,10,317
S01004004,Highland,312469.8329,968295.7432,4,25,377
S01004005,Highland,311245.4284,968318.5454,4,13,323
S01004006,Highland,310731.1114,968514.2457,4,10,316
S01004007,Highland,311214.5648,968640.5258,4,23,331
S01004008,Highland,335314.1817,968847.8291,6,10,420
S01004009,Highland,310211.9439,969806.381,4,10,412
S01004010,Highland,325478.3258,971757.0966,6,10,488
S01004011,Greater Glasgow & Clyde,233927.5341,666606.9106,5,10,732
S01004012,Greater Glasgow & Clyde,220510.9313,669153.8076,3,13,488
S01004013,Greater Glasgow & Clyde,230445.2196,669322.9019,3,5,359
S01004014,Greater Glasgow & Clyde,236137.5208,669414.6429,3,5,315
S01004015,Greater Glasgow & Clyde,235229.1679,669845.6048,3,5,461
S01004016,Greater Glasgow & Clyde,219299.5413,670050.4596,3,5,352
S01004017,Greater Glasgow & Clyde,235963.4075,670093.3814,3,10,520
S01004018,Greater Glasgow & Clyde,219416.2173,670453.5285,3,10,602
S01004019,Greater Glasgow & Clyde,220282.2424,670825.436,3,5,615
S01004020,Greater Glasgow & Clyde,235575.4399,671041.2195,3,10,395
S01004021,Greater Glasgow & Clyde,222289.8706,671105.4111,5,5,774
S01004022,Greater Glasgow & Clyde,220583.8842,672194.0534,5,15,534
S01004023,Greater Glasgow & Clyde,221209.4032,672202.7247,5,10,369
S01004024,Greater Glasgow & Clyde,226562.7468,672347.9695,2,28,715
S01004025,Greater Glasgow & Clyde,233916.1527,672708.3155,2,35,415
S01004026,Greater Glasgow & Clyde,233626.1355,672889.599,2,20,379
S01004027,Greater Glasgow & Clyde,234130.0777,672940.7773,2,28,381
S01004028,Greater Glasgow & Clyde,234522.5018,672972.8534,2,28,418
S01004029,Greater Glasgow & Clyde,233479.5924,673098.3607,2,30,461
S01004030,Greater Glasgow & Clyde,234735.5191,673140.659,2,40,414
S01004031,Greater Glasgow & Clyde,234380.2464,673251.9018,2,15,304
S01004032,Greater Glasgow & Clyde,235453.4692,673330.5251,2,28,258
S01004033,Greater Glasgow & Clyde,233938.6268,673376.1834,2,38,522
S01004034,Greater Glasgow & Clyde,232812.2044,673384.9968,2,18,458
S01004035,Greater Glasgow & Clyde,233302.3134,673468.6789,2,20,381
S01004036,Greater Glasgow & Clyde,234492.5988,673512.008,2,45,405
S01004037,Greater Glasgow & Clyde,232760.218,673668.4994,2,15,424
S01004038,Greater Glasgow & Clyde,233605.4654,673700.8228,2,20,361
S01004039,Greater Glasgow & Clyde,234007.659,673964.1969,2,15,209
S01004040,Greater Glasgow & Clyde,232186.3912,674042.7003,2,10,431
S01004041,Greater Glasgow & Clyde,233418.8627,674102.3228,2,35,375
S01004042,Greater Glasgow & Clyde,232882.4033,674151.1825,2,48,288
S01004043,Greater Glasgow & Clyde,221831.922,674325.7478,2,20,531
S01004044,Greater Glasgow & Clyde,232427.6953,674359.5803,2,30,377
S01004045,Greater Glasgow & Clyde,228927.8042,674532.831,2,25,418
S01004046,Greater Glasgow & Clyde,232070.2278,674547.4743,2,23,342
S01004047,Greater Glasgow & Clyde,229419.9221,674584.5758,2,35,417
S01004048,Greater Glasgow & Clyde,231672.904,674598.1956,2,45,564
S01004049,Greater Glasgow & Clyde,231233.9553,674683.2469,2,25,718
S01004050,Greater Glasgow & Clyde,229015.747,674837.9747,2,25,282
S01004051,Greater Glasgow & Clyde,228552.9931,674967.8789,2,53,485
S01004052,Greater Glasgow & Clyde,229869.6619,675035.7518,2,30,413
S01004053,Greater Glasgow & Clyde,229335.6852,675044.3763,2,35,554
S01004054,Greater Glasgow & Clyde,224040.8469,675119.7949,2,28,551
S01004055,Greater Glasgow & Clyde,226589.7559,675169.0754,2,20,347
S01004056,Greater Glasgow & Clyde,223671.5892,675186.5729,2,25,415
S01004057,Greater Glasgow & Clyde,230327.536,675187.1033,2,58,1055
S01004058,Greater Glasgow & Clyde,224712.961,675228.018,2,30,484
S01004059,Greater Glasgow & Clyde,225915.2115,675243.5355,2,40,321
S01004060,Greater Glasgow & Clyde,228833.8316,675283.0171,2,20,259
S01004061,Greater Glasgow & Clyde,229552.7523,675299.3744,2,40,458
S01004062,Greater Glasgow & Clyde,227024.1578,675340.0772,2,20,572
S01004063,Greater Glasgow & Clyde,229104.6591,675405.7968,2,33,335
S01004064,Greater Glasgow & Clyde,226307.2293,675425.5555,2,15,334
S01004065,Greater Glasgow & Clyde,227877.0959,675487.0574,2,48,565
S01004066,Greater Glasgow & Clyde,224530.1671,675513.397,2,35,363
S01004067,Greater Glasgow & Clyde,225870.3907,675526.1333,2,20,539
S01004068,Greater Glasgow & Clyde,227180.6941,675625.1669,2,60,419
S01004069,Greater Glasgow & Clyde,227654.1088,675628.5937,2,43,375
S01004070,Greater Glasgow & Clyde,228703.5693,675651.2761,2,38,442
S01004071,Greater Glasgow & Clyde,225073.8489,675689.4063,2,28,444
S01004072,Greater Glasgow & Clyde,226608.6075,675724.0252,2,33,634
S01004073,Greater Glasgow & Clyde,223961.4947,675728.9447,2,35,402
S01004074,Greater Glasgow & Clyde,223683.0684,675756.8429,2,40,443
S01004075,Greater Glasgow & Clyde,228079.673,675803.8829,2,20,240
S01004076,Greater Glasgow & Clyde,225727.7648,675811.7857,2,23,405
S01004077,Greater Glasgow & Clyde,225342.5441,675817.295,2,25,570
S01004078,Greater Glasgow & Clyde,227208.0952,675854.2428,2,38,448
S01004079,Greater Glasgow & Clyde,224261.4148,675889.6925,2,35,374
S01004080,Greater Glasgow & Clyde,227452.496,675905.1236,2,33,389
S01004081,Greater Glasgow & Clyde,224637.7481,675983.3348,2,5,491
S01004082,Greater Glasgow & Clyde,221138.4418,675984.007,2,3,636
S01004083,Greater Glasgow & Clyde,226179.1765,675989.2133,2,55,502
S01004084,Greater Glasgow & Clyde,227868.4962,676016.2458,2,35,521
S01004085,Greater Glasgow & Clyde,227071.56,676058.049,2,40,428
S01004086,Greater Glasgow & Clyde,227595.1298,676134.2507,2,23,378
S01004087,Greater Glasgow & Clyde,223760.017,676147.9605,2,28,300
S01004088,Greater Glasgow & Clyde,223384.672,676181.7076,2,23,300
S01004089,Greater Glasgow & Clyde,225396.461,676199.7084,2,25,363
S01004090,Greater Glasgow & Clyde,225849.6309,676262.5055,2,25,175
S01004091,Greater Glasgow & Clyde,226474.8023,676309.3321,2,30,580
S01004092,Greater Glasgow & Clyde,227003.549,676324.7358,2,33,464
S01004093,Greater Glasgow & Clyde,227459.0533,676363.581,2,25,333
S01004094,Greater Glasgow & Clyde,227947.0273,676399.5985,2,28,471
S01004095,Greater Glasgow & Clyde,227141.14,676426.3462,2,13,305
S01004096,Greater Glasgow & Clyde,222557.4216,676457.0037,2,5,420
S01004097,Greater Glasgow & Clyde,225510.1782,676473.0332,2,30,409
S01004098,Greater Glasgow & Clyde,224923.6816,676488.0158,2,10,326
S01004099,Greater Glasgow & Clyde,221958.7991,676515.4703,2,5,463
S01004100,Greater Glasgow & Clyde,224218.1336,676520.4502,2,38,534
S01004101,Greater Glasgow & Clyde,227326.7345,676613.4435,2,20,516
S01004102,Greater Glasgow & Clyde,226954.1493,676682.5441,2,25,530
S01004103,Greater Glasgow & Clyde,223362.4681,676693.0475,2,13,373
S01004104,Greater Glasgow & Clyde,226594.7206,676827.7504,2,10,485
S01004105,Greater Glasgow & Clyde,223751.4125,676829.384,2,15,470
S01004106,Greater Glasgow & Clyde,227152.8289,676924.1755,2,23,545
S01004107,Greater Glasgow & Clyde,224562.9267,676975.3163,2,10,365
S01004108,Greater Glasgow & Clyde,225893.9372,677014.6561,2,13,439
S01004109,Greater Glasgow & Clyde,225189.5392,677060.6875,2,8,366
S01004110,Greater Glasgow & Clyde,227441.0412,677082.3919,2,15,440
S01004111,Greater Glasgow & Clyde,223317.3797,677085.876,2,20,511
S01004112,Greater Glasgow & Clyde,226839.228,677138.8675,2,10,492
S01004113,Greater Glasgow & Clyde,223971.9534,677214.9621,2,20,382
S01004114,Greater Glasgow & Clyde,224831.7561,677277.447,2,20,408
S01004115,Greater Glasgow & Clyde,226324.8802,677374.129,2,5,356
S01004116,Greater Glasgow & Clyde,226630.8622,677545.8529,2,5,380
S01004117,Greater Glasgow & Clyde,224082.5481,677593.3228,2,10,479
S01004118,Greater Glasgow & Clyde,224340.2013,677592.9124,2,28,540
S01004119,Greater Glasgow & Clyde,223885.7295,677673.4209,2,13,327
S01004120,Greater Glasgow & Clyde,225710.2662,677710.8597,2,5,394
S01004121,Lothian,331186.2126,655314.5186,5,10,370
S01004122,Lothian,321531.8998,658163.2262,5,13,564
S01004123,Lothian,335937.3652,659408.646,5,15,531
S01004124,Lothian,323843.7149,659889.6893,2,13,612
S01004125,Lothian,323104.4195,659897.0898,2,8,289
S01004126,Lothian,323390.4629,660108.3992,2,15,409
S01004127,Lothian,322154.2698,660253.2459,2,10,506
S01004128,Lothian,322527.4818,660303.0447,2,10,380
S01004129,Lothian,323827.1926,660395.5619,2,15,508
S01004130,Lothian,322959.0701,660470.6754,2,8,320
S01004131,Lothian,323595.1841,660570.7206,2,48,473
S01004132,Lothian,324368.2979,660653.5546,2,20,332
S01004133,Lothian,324137.0281,660689.7782,2,28,508
S01004134,Lothian,322549.6524,660730.4756,2,3,384
S01004135,Lothian,323398.6176,660741.4886,2,23,347
S01004136,Lothian,323100.0764,660748.7182,2,25,399
S01004137,Lothian,340941.8841,660792.8251,5,8,328
S01004138,Lothian,334535.6551,660891.2685,3,30,409
S01004139,Lothian,322938.1136,660898.0955,2,13,364
S01004140,Lothian,323933.1966,661007.7182,2,13,329
S01004141,Lothian,324418.022,661086.4093,2,20,390
S01004142,Lothian,323057.7473,661093.2852,2,10,375
S01004143,Lothian,323551.5379,661207.8882,2,18,428
S01004144,Lothian,328618.0369,661220.7822,5,25,795
S01004145,Lothian,323195.9612,661363.3257,2,10,409
S01004146,Lothian,334469.0396,661436.3117,3,23,451
S01004147,Lothian,334821.3053,661543.3927,3,33,449
S01004148,Lothian,323957.8491,661637.3647,2,5,562
S01004149,Lothian,334449.689,661862.58,3,28,411
S01004150,Lothian,324507.8071,661971.3889,2,5,366
S01004151,Lothian,323495.1409,662026.7315,2,15,625
S01004152,Lothian,334667.9709,662059.1638,3,25,428
S01004153,Lothian,333811.6907,662207.4887,3,18,457
S01004154,Lothian,326188.084,662309.7055,5,15,398
S01004155,Lothian,334242.8188,662338.4521,3,40,537
S01004156,Lothian,333854.683,663070.2015,5,45,535
S01004157,Lothian,326729.2852,663248.2967,5,0,378
S01004158,Lothian,327228.7506,663452.0241,5,10,423
S01004159,Lothian,328773.4647,663590.2017,5,18,322
S01004160,Lothian,333368.1121,663616.0973,2,18,451
S01004161,Lothian,322194.296,663800.5175,5,15,409
S01004162,Lothian,331819.7193,663864.7147,2,20,1309
S01004163,Lothian,333654.5803,664031.2096,2,23,483
S01004164,Lothian,339491.399,664114.6424,5,15,553
S01004165,Lothian,335297.1949,664168.8191,2,13,610
S01004166,Lothian,327454.4737,664241.969,5,23,411
S01004167,Lothian,333419.9785,664339.7294,2,20,382
S01004168,Lothian,334985.4787,664370.4563,2,18,418
S01004169,Lothian,330175.6268,664376.2012,2,20,389
S01004170,Lothian,334139.5839,664376.6405,2,18,386
S01004171,Lothian,333756.9111,664444.6527,2,10,408
S01004172,Lothian,334653.1688,664499.1612,2,33,424
S01004173,Lothian,329715.5797,664543.6724,2,15,302
S01004174,Lothian,330585.9716,664620.5356,2,13,435
S01004175,Lothian,335501.8681,664632.7755,2,18,363
S01004176,Lothian,332970.0317,664635.2866,2,10,426
S01004177,Lothian,330304.4128,664666.9696,2,18,292
S01004178,Lothian,325989.4805,664667.6091,5,13,338
S01004179,Lothian,329815.6291,664727.1313,2,5,261
S01004180,Lothian,331769.1448,664750.2222,2,8,565
S01004181,Lothian,331248.527,664755.6283,2,10,405
S01004182,Lothian,335032.3727,664774.2298,2,45,516
S01004183,Lothian,329380.5191,664800.4957,2,15,627
S01004184,Lothian,333642.3058,664829.0343,2,33,503
S01004185,Lothian,335565.9205,664883.8444,2,45,485
S01004186,Lothian,330789.3307,664887.6574,2,20,388
S01004187,Lothian,330084.2607,664891.8969,2,15,410
