DZ,HB,Easting,Northing,urban,JSA2011,workpop2011
S01000497,Grampian,392095.1168,847861.1121,5,5,383
S01000498,Grampian,400501.3589,847932.9437,5,3,241
S01000499,Grampian,399109.5739,848148.299,5,10,577
S01000500,Grampian,399693.0154,848150.1486,5,13,387
S01000501,Grampian,400155.6518,848162.6618,5,5,318
S01000502,Grampian,387106.1573,848573.9866,6,5,380
S01000503,Grampian,392302.5325,848569.6343,5,3,350
S01000504,Grampian,372677.8658,849547.6824,4,10,474
S01000505,Grampian,404707.4827,849647.795,5,5,454
S01000506,Grampian,369233.2391,849795.6968,6,5,572
S01000507,Grampian,372189.0833,849957.1265,4,15,611
S01000508,Grampian,380857.6463,850077.2464,6,10,563
S01000509,Grampian,373226.6556,850093.8477,4,10,510
S01000510,Grampian,372678.0061,850320.0392,4,10,351
S01000511,Grampian,397673.454,850337.7035,5,5,359
S01000512,Grampian,371872.6484,850342.0821,4,5,525
S01000513,Grampian,362325.8931,850393.6909,6,15,520
S01000514,Grampian,375182.7418,850417.1424,6,10,502
S01000515,Grampian,401557.0849,851520.9365,5,3,408
S01000516,Grampian,408704.1832,851908.6708,5,10,563
S01000517,Grampian,379382.149,853172.8523,6,10,421
S01000518,Grampian,394820.123,855208.2198,5,18,518
S01000519,Grampian,395469.1351,855735.0782,5,0,356
S01000520,Grampian,364163.5412,855745.6087,6,10,622
S01000521,Grampian,388245.5731,855792.9568,5,15,515
S01000522,Grampian,387313.2563,856219.3001,5,5,385
S01000523,Grampian,405274.8881,856496.4404,5,18,467
S01000524,Grampian,405224.3039,856615.1341,5,5,397
S01000525,Grampian,356146.7423,858313.8726,6,8,578
S01000526,Grampian,372848.3744,858764.4912,6,10,649
S01000527,Grampian,398014.9694,860485.1094,5,5,403
S01000528,Grampian,365138.9614,860825.1789,6,8,484
S01000529,Grampian,379715.681,861103.0098,6,10,400
S01000530,Grampian,403290.5632,862108.9586,5,5,306
S01000531,Grampian,387433.7762,862761.6989,5,8,360
S01000532,Grampian,368455.5418,863569.8259,4,15,451
S01000533,Grampian,405136.5891,863724.0866,5,8,409
S01000534,Grampian,368294.2457,863826.9857,4,10,366
S01000535,Grampian,370924.8966,863912.7625,4,15,568
S01000536,Grampian,359482.7974,863926.3598,6,5,301
S01000537,Grampian,394290.3976,864025.9092,5,10,579
S01000538,Grampian,368179.4156,864188.9197,4,13,414
S01000539,Grampian,368835.5439,864201.6142,4,28,521
S01000540,Grampian,370267.3781,864212.3451,4,25,483
S01000541,Grampian,368572.8832,864212.9276,4,10,340
S01000542,Grampian,371040.1153,864259.5924,4,10,381
S01000543,Grampian,404051.3623,864430.3935,5,5,508
S01000544,Grampian,379956.358,864486.3387,5,10,359
S01000545,Grampian,370615.8581,864627.5978,4,15,436
S01000546,Grampian,371292.0514,864634.1248,4,18,481
S01000547,Grampian,403980.0777,865256.9742,5,0,303
S01000548,Grampian,365523.1614,865407.6062,6,10,599
S01000549,Grampian,398617.5002,865430.3285,2,5,757
S01000550,Grampian,399168.3118,865440.8971,2,3,289
S01000551,Grampian,358954.7087,865713.9764,6,10,428
S01000552,Grampian,399645.3516,865723.4826,2,3,305
S01000553,Grampian,399083.7069,865819.1352,2,5,522
S01000554,Grampian,398642.9102,865938.3273,2,20,462
S01000555,Grampian,358507.7746,866064.226,6,10,483
S01000556,Grampian,398425.1427,866064.8004,2,20,503
S01000557,Grampian,399056.7794,866140.9549,2,10,515
S01000558,Grampian,399746.0925,866261.2692,2,0,267
S01000559,Grampian,399095.5923,866455.1484,2,10,363
S01000560,Grampian,398245.6994,866672.1892,2,25,620
S01000561,Grampian,399410.8045,866729.7113,2,10,637
S01000562,Grampian,398838.8464,866764.1932,2,20,559
S01000563,Grampian,399841.1027,867025.0858,2,48,623
S01000564,Grampian,399052.9266,867036.4232,2,48,666
S01000565,Grampian,393125.7804,867081.723,5,20,437
S01000566,Grampian,398862.0377,867268.7991,2,10,402
S01000567,Grampian,395943.5677,867458.9072,5,20,426
S01000568,Grampian,392889.4673,867516.8291,5,5,323
S01000569,Tayside,349069.7534,732128.3446,1,8,379
S01000570,Tayside,348455.6112,732144.8048,1,15,445
S01000571,Tayside,349734.9734,732404.8621,1,10,340
S01000572,Tayside,348970.3359,732456.6303,1,5,407
S01000573,Tayside,348591.8522,732642.8169,1,8,368
S01000574,Tayside,349516.8552,732666.4174,1,5,302
S01000575,Tayside,350146.5775,732667.1787,1,3,319
S01000576,Tayside,349106.154,732779.7303,1,5,316
S01000577,Tayside,350202.4708,733028.0837,1,10,291
S01000578,Tayside,349923.4599,733068.0758,1,3,349
S01000579,Tayside,349309.7017,733102.2578,1,5,482
S01000580,Tayside,332465.9847,733133.4673,5,0,583
S01000581,Tayside,335182.9647,734082.4311,5,5,398
S01000582,Tayside,354385.7319,734091.8364,2,13,415
S01000583,Tayside,354788.7165,734137.1839,2,15,576
S01000584,Tayside,355202.0436,734282.0608,2,28,426
S01000585,Tayside,355984.831,734282.4753,2,18,610
S01000586,Tayside,353963.3452,734454.0105,2,15,423
S01000587,Tayside,355141.4462,734627.6533,2,18,425
S01000588,Tayside,356011.9599,734646.8135,2,5,350
S01000589,Tayside,357032.0235,734679.2237,2,5,341
S01000590,Tayside,356497.6192,734723.8635,2,10,399
S01000591,Tayside,334844.6111,734892.5104,5,8,444
S01000592,Tayside,355647.0367,734912.5073,2,10,440
S01000593,Tayside,354527.0846,734936.7317,5,15,855
S01000594,Tayside,349472.1864,734936.7766,5,10,750
S01000595,Tayside,356335.5299,735148.3688,2,10,461
S01000596,Tayside,357707.0147,735270.2901,2,5,438
S01000597,Tayside,356777.7103,735352.8827,2,5,601
S01000598,Tayside,344327.8081,735671.851,5,10,700
S01000599,Tayside,329785.4627,736324.1564,5,10,684
S01000600,Tayside,347096.8445,736975.6927,5,13,471
S01000601,Tayside,335514.887,737548.8525,5,8,736
S01000602,Tayside,340256.1406,737857.354,5,10,472
S01000603,Tayside,350444.7447,739233.544,5,10,641
S01000604,Tayside,362214.3365,740278.3116,2,5,547
S01000605,Tayside,363311.4848,740421.9679,2,5,435
S01000606,Tayside,363918.4162,740587.8209,2,35,401
S01000607,Tayside,362833.1467,740725.406,2,15,362
S01000608,Tayside,364358.3298,740767.7601,2,50,709
S01000609,Tayside,362379.4854,740976.0891,2,53,537
S01000610,Tayside,364418.2302,741103.4851,2,33,396
S01000611,Tayside,362756.8177,741106.9153,2,33,312
S01000612,Tayside,363859.1306,741111.2388,2,43,551
S01000613,Tayside,363246.5925,741234.8225,2,18,532
S01000614,Tayside,329706.1383,741248.6013,5,10,414
S01000615,Tayside,364742.7114,741278.4022,2,33,406
S01000616,Tayside,360083.0106,741304.6453,5,13,819
S01000617,Tayside,362421.4364,741424.5289,2,5,285
S01000618,Tayside,365096.3357,741458.7814,2,10,397
S01000619,Tayside,362804.4666,741487.8922,2,10,306
S01000620,Tayside,364131.0416,741649.786,2,78,628
S01000621,Tayside,363332.861,741709.3645,2,20,546
S01000622,Tayside,365486.4613,741778.4128,2,28,383
S01000623,Tayside,364894.2491,741793.6973,2,23,427
S01000624,Tayside,364566.5548,741820.3035,2,15,322
S01000625,Tayside,365213.7834,741872.6741,2,33,321
S01000626,Tayside,364251.7221,741998.1944,2,45,389
S01000627,Tayside,363777.3258,742102.6215,2,23,525
S01000628,Tayside,365129.0938,742121.7203,2,23,337
S01000629,Tayside,362960.6254,742226.1735,2,10,578
S01000630,Tayside,364395.9472,742350.1719,2,23,392
S01000631,Tayside,364842.4608,742426.3384,2,23,329
S01000632,Tayside,345460.518,742487.439,5,10,360
S01000633,Tayside,363157.5514,742676.4744,2,3,378
S01000634,Tayside,364119.933,742686.0767,2,30,439
S01000635,Tayside,363495.8493,742719.9146,2,18,373
S01000636,Tayside,333610.3254,742829.077,5,10,346
S01000637,Tayside,355485.4856,742953.7076,5,15,462
S01000638,Tayside,364868.2874,744800.0825,5,8,363
S01000639,Tayside,339607.8714,746452.9109,5,8,357
S01000640,Tayside,346156.2174,747860.3324,5,5,399
S01000641,Tayside,351967.8948,748155.0768,5,5,484
S01000642,Tayside,360795.8796,748219.8966,5,15,515
S01000643,Tayside,355356.8864,748271.8495,5,8,379
S01000644,Tayside,352579.7577,748635.1988,5,8,353
S01000645,Tayside,367128.4851,748684.0091,5,10,595
S01000646,Tayside,345087.6583,749445.906,2,10,474
S01000647,Tayside,344674.8421,749707.2415,2,10,391
S01000648,Tayside,345426.684,749788.5882,2,43,543
S01000649,Tayside,333009.9828,749841.9132,5,5,366
S01000650,Tayside,345013.506,749870.0017,2,18,420
S01000651,Tayside,345856.9102,750136.814,2,20,461
S01000652,Tayside,344375.4518,750141.1527,2,8,420
S01000653,Tayside,345411.3696,750370.6426,2,25,541
S01000654,Tayside,345127.3086,750419.1903,2,25,495
S01000655,Tayside,346502.086,750427.3363,2,40,456
S01000656,Tayside,346088.563,750542.1672,2,25,513
S01000657,Tayside,346552.055,750731.3103,2,20,432
S01000658,Tayside,345770.2198,750840.5872,2,25,372
S01000659,Tayside,346776.6424,751120.1328,2,15,686
S01000660,Tayside,345203.7772,751144.3446,2,8,566
S01000661,Tayside,345867.7274,751407.0617,2,15,469
S01000662,Tayside,343660.3153,751670.1905,5,13,430
S01000663,Tayside,346383.5689,751773.213,2,10,425
S01000664,Tayside,358755.1657,752209.385,5,13,482
S01000665,Tayside,350151.5166,752564.5688,5,3,411
S01000666,Tayside,337022.8211,753203.1406,5,5,298
S01000667,Tayside,338492.7824,753415.8208,3,20,532
S01000668,Tayside,338183.444,753692.1102,3,23,470
S01000669,Tayside,338486.0222,754041.5534,3,25,423
S01000670,Tayside,337996.0777,754164.1829,3,10,363
S01000671,Tayside,339063.4415,754176.5043,3,8,284
S01000672,Tayside,338235.2435,754529.6699,3,10,424
S01000673,Tayside,338555.4264,754850.7154,3,10,366
S01000674,Tayside,368659.1275,754897.4222,5,10,736
S01000675,Tayside,338439.9637,755348.6599,3,5,429
S01000676,Tayside,338051.8365,755467.1412,5,5,287
S01000677,Tayside,360004.5382,756301.5958,3,30,545
S01000678,Tayside,371006.8875,756727.4756,2,18,541
S01000679,Tayside,371716.2522,757279.3894,2,25,419
S01000680,Tayside,372113.9651,757439.5097,2,33,533
S01000681,Tayside,371310.0709,757451.2226,2,43,555
S01000682,Tayside,371406.4903,757858.4061,2,23,470
S01000683,Tayside,372440.4331,758121.777,2,8,334
S01000684,Tayside,371603.0977,758238.7655,2,15,404
S01000685,Tayside,371984.5945,758277.2354,2,10,452
S01000686,Tayside,371369.7755,758321.4173,2,18,422
S01000687,Tayside,371261.4904,758800.0256,2,30,466
S01000688,Tayside,371703.3177,758800.4785,2,10,389
S01000689,Tayside,353223.3387,758940.5806,5,10,397
S01000690,Tayside,371249.7872,759292.7313,2,10,506
S01000691,Tayside,371649.4609,759536.648,2,20,437
S01000692,Tayside,360773.0168,759553.7407,3,40,428
S01000693,Tayside,360433.5304,759755.7537,3,48,504
S01000694,Tayside,371351.7403,759776.6867,2,10,405
S01000695,Tayside,360513.3886,760118.3343,3,15,452
S01000696,Tayside,359836.7708,760190.1045,3,28,425
S01000697,Tayside,366815.2165,760208.5828,5,8,458
S01000698,Tayside,359575.8736,760545.6858,3,13,362
S01000699,Tayside,360284.4186,760565.6086,3,13,320
S01000700,Tayside,372472.9728,760612.6619,2,10,485
S01000701,Tayside,358345.152,760618.768,3,3,528
S01000702,Tayside,359783.6984,760826.2552,3,3,262
S01000703,Tayside,359397.7778,760966.3959,3,15,402
S01000704,Tayside,345748.5122,761112.8406,5,5,580
S01000705,Tayside,371025.3934,761577.192,5,8,656
S01000706,Tayside,361642.6974,762479.4361,5,5,544
S01000707,Tayside,367322.634,763436.7023,5,5,380
S01000708,Tayside,323465.0719,763675.2114,5,5,363
S01000709,Tayside,358999.5973,767487.1025,5,5,491
S01000710,Tayside,341704.3977,773420.8679,5,10,639
S01000711,Highland,167268.3385,612854.5879,6,5,361
S01000712,Highland,172477.0642,619643.0737,4,3,282
S01000713,Highland,171443.549,619778.8554,4,15,445
S01000714,Highland,167852.5769,620029.3377,6,20,601
S01000715,Highland,171394.3327,620406.5938,4,15,318
S01000716,Highland,171893.8508,620614.4075,4,35,365
S01000717,Highland,171836.8604,621014.181,4,50,488
S01000718,Highland,171371.4248,621031.9351,4,30,505
S01000719,Highland,172168.9755,621387.8781,4,10,305
S01000720,Highland,176013.9777,634392.6464,6,13,371
S01000721,Highland,171499.3058,640455.576,6,15,389
S01000722,Highland,136637.3866,645323.8268,6,20,447
S01000723,Highland,137069.8528,653137.2153,6,5,297
S01000724,Highland,131409.8383,659830.4453,6,10,497
S01000725,Highland,181288.6445,662830.9148,6,5,407
S01000726,Highland,123400.9538,662949.543,6,3,418
S01000727,Highland,208735.0179,663691.6454,4,15,336
S01000728,Highland,205877.1091,664071.2747,6,5,403
S01000729,Highland,208316.228,664112.6866,4,15,241
S01000730,Highland,209068.6231,664267.9622,4,18,270
S01000731,Highland,208313.7297,664586.6823,4,30,348
S01000732,Highland,208685.7982,664611.9687,4,43,319
S01000733,Highland,209042.2861,664620.2523,4,35,410
S01000734,Highland,210020.86,664669.3727,4,15,475
S01000735,Highland,208353.3254,664998.9168,4,8,249
S01000736,Highland,208257.9993,666600.5395,6,20,325
S01000737,Highland,207506.0268,667207.8684,6,25,287
S01000738,Highland,187366.3995,668475.7568,6,8,306
S01000739,Highland,186139.0576,668675.7998,6,15,464
S01000740,Highland,196533.7319,670806.1783,6,8,398
S01000741,Highland,215139.954,671057.1238,6,15,478
S01000742,Highland,211684.0365,675228.447,6,10,239
S01000743,Highland,216485.9075,675277.5863,4,13,371
S01000744,Highland,217307.2596,676638.9841,4,43,495
S01000745,Highland,216446.6203,676775.6833,4,23,444
S01000746,Highland,216759.9409,677015.6812,4,23,444
S01000747,Highland,217431.2772,677098.9491,4,25,342
S01000748,Highland,217476.9951,677342.0051,4,25,259
S01000749,Highland,216622.8381,677413.3883,4,38,308
S01000750,Highland,217902.626,677614.5492,4,20,377
S01000751,Highland,234503.6636,677967.1054,5,10,376
S01000752,Highland,217648.2194,677974.2587,4,60,549
S01000753,Highland,234198.9116,677983.1879,5,15,376
S01000754,Highland,218115.8226,678001.4049,4,10,291
S01000755,Highland,155843.2696,681108.0459,6,5,490
S01000756,Highland,218342.895,678783.1939,4,25,547
S01000757,Highland,217395.5338,679068.7271,4,13,431
S01000758,Highland,234224.148,679685.2997,5,8,779
S01000759,Highland,214889.2587,679844.545,4,30,545
S01000760,Highland,223015.0319,680691.8472,6,8,313
S01000761,Highland,225520.9206,681327.6763,6,10,354
S01000762,Highland,231174.1755,681334.0251,2,3,392
S01000763,Highland,177690.0887,681669.1153,6,5,428
S01000764,Highland,230785.1306,681706.7845,2,10,393
S01000765,Highland,231280.9525,681790.6074,2,5,455
S01000766,Highland,230599.4674,682085.1632,2,18,380
S01000767,Highland,230921.8706,682166.1345,2,53,430
S01000768,Highland,229956.328,682235.726,2,18,489
S01000769,Highland,229467.9546,682433.6326,2,38,519
S01000770,Highland,231026.997,682461.5229,2,38,315
S01000771,Highland,230282.7474,682576.7684,2,13,500
S01000772,Highland,229007.413,682677.2446,2,8,322
S01000773,Highland,228352.9739,682807.8448,2,13,400
S01000774,Highland,231265.3211,682813.8576,2,13,372
S01000775,Highland,229494.5741,682875.8183,2,5,411
S01000776,Highland,230761.8411,682945.4842,2,0,345
S01000777,Highland,231137.7158,683026.6054,2,10,282
S01000778,Highland,230219.0399,683070.625,2,8,248
S01000779,Highland,228360.9559,683092.8735,2,15,466
S01000780,Highland,225512.0875,683281.3211,6,38,487
S01000781,Highland,229066.8374,683330.3989,2,5,415
S01000782,Highland,230430.7992,683417.4991,2,10,399
S01000783,Highland,222537.5116,683565.6072,6,8,282
S01000784,Highland,229836.0055,683586.2104,2,5,443
S01000785,Highland,217970.8801,683703.5139,6,13,372
S01000786,Highland,227441.3235,683868.9431,2,13,440
S01000787,Highland,200133.6755,684213.8988,6,8,287
S01000788,Highland,226813.1364,684283.5616,2,5,424
S01000789,Highland,185028.7675,685198.1756,6,8,387
S01000790,Highland,226113.6227,685993.5734,2,5,298
S01000791,Highland,185250.3446,686535.7565,6,13,337
S01000792,Highland,222884.8004,686703.1372,6,5,419
S01000793,Highland,187903.99,686709.146,6,20,386
S01000794,Highland,186468.0789,687843.0196,6,25,490
S01000795,Highland,185936.3327,688350.4073,6,13,512
S01000796,Highland,231987.9839,690629.1699,5,10,336
S01000797,Highland,224161.222,690910.4906,5,15,366
S01000798,Highland,223736.2826,691611.1646,5,10,286
S01000799,Highland,226070.1772,691897.9463,5,10,1818
S01000800,Highland,214408.6791,692021.4,6,18,598
S01000801,Highland,187124.1364,692396.8386,6,5,461
S01000802,Highland,196699.4152,697085.2084,6,15,377
S01000803,Highland,184964.9194,702356.2502,6,10,660
S01000804,Highland,228539.1042,707688.7794,6,10,566
S01000805,Highland,217771.2362,708868.0901,6,8,442
S01000806,Highland,169918.7537,704428.1251,6,8,465
S01000807,Highland,210591.5514,713384.1324,6,15,551
S01000808,Highland,191539.1229,717952.0832,6,10,485
S01000809,Highland,135736.2735,721085.703,6,5,409
S01000810,Highland,192611.2038,726012.3042,6,8,490
S01000811,Highland,181364.7743,728387.35,4,5,531
S01000812,Highland,185507.7537,728632.717,4,23,613
S01000813,Highland,186383.6112,728704.8677,4,5,373
S01000814,Highland,186374.793,728977.3536,4,28,445
S01000815,Highland,186144.0952,729484.5638,4,20,353
S01000816,Highland,185778.2821,729496.3396,4,23,460
S01000817,Highland,186799.0789,729686.0611,4,13,592
S01000818,Highland,186067.0147,730236.3582,4,10,560
S01000819,Highland,217157.9949,730441.228,6,10,516
S01000820,Highland,158114.3353,730687.1442,6,5,381
S01000821,Highland,185881.9459,730762.2214,4,23,585
S01000822,Highland,186378.4513,730773.7305,4,3,310
S01000823,Highland,185530.4753,731126.3628,4,20,339
S01000824,Highland,197949.1418,731710.9841,6,10,446
S01000825,Highland,191588.8136,732008.837,6,5,450
S01000826,Highland,187826.6669,733416.482,6,15,377
S01000827,Highland,201431.7795,738611.2913,6,5,471
S01000828,Highland,194920.3702,740549.4035,6,10,565
S01000829,Highland,200820.193,747581.1476,6,5,382
S01000830,Highland,146068.1283,748682.8467,6,5,463
S01000831,Highland,99442.90194,744956.7361,6,5,600
S01000832,Highland,150357.3173,755302.5382,6,10,672
S01000833,Forth Valley,290518.3465,690822.099,3,25,702
S01000834,Forth Valley,291503.1897,691629.9165,3,43,595
S01000835,Forth Valley,291176.2558,691936.7775,3,45,465
S01000836,Forth Valley,288863.3367,692157.3493,2,73,494
S01000837,Forth Valley,288505.8183,692538.3161,2,85,682
S01000838,Forth Valley,291104.1187,692331.3651,3,15,389
S01000839,Forth Valley,286995.6059,692383.9671,2,28,880
S01000840,Forth Valley,289159.006,692491.4265,2,48,402
S01000841,Forth Valley,289603.4704,692737.2836,2,88,581
S01000842,Forth Valley,294432.6548,692775.2247,3,13,503
S01000843,Forth Valley,288137.4438,692878.8439,2,18,555
S01000844,Forth Valley,289220.8693,693110.9523,2,33,492
S01000845,Forth Valley,288144.7211,693303.4719,2,8,309
S01000846,Forth Valley,288982.2826,693357.2213,2,65,471
S01000847,Forth Valley,288537.4868,693367.8176,2,40,529
S01000848,Forth Valley,287383.4718,693449.5012,2,13,365
S01000849,Forth Valley,287857.3202,693644.8372,2,18,351
S01000850,Forth Valley,288141.9861,693700.1488,2,33,352
S01000851,Forth Valley,288574.1208,693755.6979,2,8,432
S01000852,Forth Valley,289200.678,693823.3879,2,30,429
S01000853,Forth Valley,287735.4488,693888.159,2,18,299
S01000854,Forth Valley,289714.0068,693891.8536,2,40,575
S01000855,Forth Valley,284865.6795,693929.7365,2,15,439
S01000856,Forth Valley,291070.8147,693961.2212,2,20,319
S01000857,Forth Valley,288750.9258,694004.6876,2,20,358
S01000858,Forth Valley,286227.5954,694117.5038,2,20,634
S01000859,Forth Valley,287139.8254,694240.9965,2,28,726
S01000860,Forth Valley,289794.2471,694265.2003,2,45,500
S01000861,Forth Valley,288907.3186,694450.7544,2,10,340
S01000862,Forth Valley,289322.9364,694496.0445,2,5,306
S01000863,Forth Valley,287884.8657,694592.0217,2,20,348
S01000864,Forth Valley,286178.7839,694659.235,2,15,658
S01000865,Forth Valley,289718.3732,694743.4404,2,58,651
S01000866,Forth Valley,286431.5494,694964.8201,2,35,464
S01000867,Forth Valley,285690.6055,694968.1844,2,53,520
S01000868,Forth Valley,285296.4954,694989.9234,2,35,391
S01000869,Forth Valley,286682.6871,695121.5358,2,35,347
S01000870,Forth Valley,285334.8143,695374.5834,2,50,528
S01000871,Forth Valley,289916.0512,695717.2596,2,20,512
S01000872,Forth Valley,293139.7743,695929.4989,3,15,386
S01000873,Forth Valley,287219.2281,695943.2257,2,43,2162
S01000874,Forth Valley,291924.6595,696089.1006,3,30,316
S01000875,Forth Valley,284794.9905,696190.8068,5,30,909
S01000876,Forth Valley,291977.8187,696590.2437,3,33,408
